Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Category,Product Type,Persona,Trend,Season,Vibe,Material,Silhouette,Detail,MVQ Persona,MVQ Editorial Style,MVQ Frames Count,MVQ Editorial Score,MVQ SEO Score,MVQ Alt Score,MVQ Detection Confidence,MVQ Persona Confidence,MVQ Category,MVQ Product Type
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,34#,,,,,,,,BD5BBC78B7824AE693BE71BA6B27A00E,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,35#,,,,,,,,E33B005F259548B4AE8CEF6A3312BE16,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,36#,,,,,,,,C4B4EDB9E3504E6BAE8A8929E6545FDE,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,37#,,,,,,,,5C04881423704F14A67D64AA1EE5733B,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,38#,,,,,,,,7E04820BA253490D8FD07253F4895953,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,39#,,,,,,,,CF1B9AAC305845BF80AD84BA4C297162,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,40#,,,,,,,,9D893580AE0944A3B28F1A58DD49906F,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,41#,,,,,,,,94FD66A509604835B1C43F8ED86E6167,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,42#,,,,,,,,171A1532F9034BAF990F8F20CE4EE033,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,Single Brush for Face Kabuki Makeup Brush Colorful Brush For Concealer,Specification: • Item Type: Power Makeup Brush • Brush Material: Nylon • Used With: Power • Quantity: 1 • Handle Material: Plastic • Product Categories: Power Brush • Suitable for people: General • Brush handle specification: Portable • Gross length specification: 9cm • Appearance color: Pink • Brush handle material: plastic cement • Number of Brush supports: One Package Included: 1*Makeup Brush,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Handle Color,Pink,,,,,,,,55BFA1CBE446474E8BA6C6FA42D71752,90.0,shopify,continue,manual,14.92,19.10,true,true,,,,,,,,,false,Single Brush for Face Kabuki Makeup Brush Colorful Brush For Concealer,Specification: • Item Type: Power Makeup Brush • Brush Material: Nylon • Used With: Power • Quantity: 1 • Handle Material: Plastic • Product Categories: Power B,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,1.69,active,home,concealer,Romantic Visionary,romantic revival,,romantic,,table,[],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,home,concealer
single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,Rose,,,,,,,,15F494007920434E8612C7C2E63D6FEB,90.0,shopify,continue,manual,14.92,19.10,true,true,,,,,,,,,,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.69,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,Light pink  tilted,,,,,,,,3ACA7B428EEF45F69DABA69F7371408C,90.0,shopify,continue,manual,14.50,18.56,true,true,,,,,,,,,,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.50,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,Blue,,,,,,,,20C4B006CF374A60BEF2352BBA63F2BE,90.0,shopify,continue,manual,14.92,19.10,true,true,,,,,,,,,,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.69,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,Light pink,,,,,,,,76C7C3F93B674384A00AE567DF438086,90.0,shopify,continue,manual,14.92,19.10,true,true,,,,,,,,,,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer,single-brush-for-face-kabuki-makeup-brush-colorful-brush-for-concealer-perfect-mixing-cosmetic-soft-synthetic-makeup-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.69,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,HANDAIYAN Lip Gloss Lipstick Water Gloss Film Mirror Lip Glaze Glass L,HANDAIYAN Lip Gloss Lipstick Water Gloss Film Mirror Lip Glaze Glass Lip Gloss Moisturizing Lasting And Not Easy To Fade,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,701#,,,,,,,,E16F8E5E9CEC4E2FB8302F2E270F2884,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,false,HANDAIYAN Lip Gloss Lipstick Water Gloss Film Mirror Lip Glaze Glass L,HANDAIYAN Lip Gloss Lipstick Water Gloss Film Mirror Lip Glaze Glass Lip Gloss Moisturizing Lasting And Not Easy To Fade,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,active,beauty,lipstick,,,,,glass,stick,[],,commercial,0,0,60,100,0.9,0.9,beauty,lipstick
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,702#,,,,,,,,C746515A1C05430BB4E4EE1F321B4DE1,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,703#,,,,,,,,4FF63A425503410C8681AAA47B4B1106,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,704#,,,,,,,,7735A36ADE564DC7A6C2F370161BD197,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,705#,,,,,,,,0FE68C05411B49499C3EA790D9DE0E8D,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,706#,,,,,,,,C258E8B3AD1A4149A8779C79826AD24C,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,707#,,,,,,,,97640A29321C44A7BAEB99D46ACF245B,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,708#,,,,,,,,648C722E51E449A084285B044B201846,50.0,shopify,continue,manual,14.21,18.19,true,true,,,,,,,,,,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-l,handaiyan-lip-gloss-lipstick-water-gloss-film-mirror-lip-glaze-glass-lip-gloss-moisturizing-lasting-and-not-easy-to-fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.03,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-6-matte-rose-lip-gloss-liquid-lipsticks-are-not-easy-to-stain-the-cup-is-not-easy-to-fade-matte-lip-gloss-set-cosmetics,HANDAIYAN 6 Matte Rose Lip Gloss Liquid Lipsticks Are Not Easy To Stai,Article number: 0633 Shelf life: three years Color classification: 6 colors,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,A,,,,,,,,28BFF5EB9FB947168333F877C1452E64,180.0,shopify,continue,manual,18.59,23.80,true,true,,,,,,,,,false,HANDAIYAN 6 Matte Rose Lip Gloss Liquid Lipsticks Are Not Easy To Stai,Article number: 0633 Shelf life: three years Color classification: 6 colors,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,2.64,active,beauty,two-piece set,,,,,,stick,['matte finish'],,commercial,0,0,60,100,0.9,0.9,beauty,two-piece set
handaiyan-6-matte-rose-lip-gloss-liquid-lipsticks-are-not-easy-to-stain-the-cup-is-not-easy-to-fade-matte-lip-gloss-set-cosmetics,handaiyan-6-matte-rose-lip-gloss-liquid-lipsticks-are-not-easy-to-stai,handaiyan-6-matte-rose-lip-gloss-liquid-lipsticks-are-not-easy-to-stain-the-cup-is-not-easy-to-fade-matte-lip-gloss-set-cosmetics,,,,,,,B,,,,,,,,E7B842330FB74A1FB6C0FB8FD8CA5A9A,180.0,shopify,continue,manual,18.59,23.80,true,true,,,,,,,,,,handaiyan-6-matte-rose-lip-gloss-liquid-lipsticks-are-not-easy-to-stai,handaiyan-6-matte-rose-lip-gloss-liquid-lipsticks-are-not-easy-to-stain-the-cup-is-not-easy-to-fade-matte-lip-gloss-set-cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,IMAGIC Monochrome Blush High Gloss Matte Vitality Pearlescent Natural ,IMAGIC Monochrome Blush High Gloss Matte Vitality Pearlescent Natural Nude Makeup Three Dimensional Repair Compact And Portable,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Style,#B1 COTTON CANDY,,,,,,,,6DB9C53FEC9B4222B0B561868E4A8AC6,113.0,shopify,continue,manual,16.98,21.73,true,true,,,,,,,,,false,IMAGIC Monochrome Blush High Gloss Matte Vitality Pearlescent Natural ,IMAGIC Monochrome Blush High Gloss Matte Vitality Pearlescent Natural Nude Makeup Three Dimensional Repair Compact And Portable,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,active,home,blush,,,,,chrome,table,['matte finish'],,commercial,0,0,60,100,0.9,0.9,home,blush
imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,#B2 SUNSET TEQUILA,,,,,,,,BC9379779D564F73AA061843AA10290B,113.0,shopify,continue,manual,16.98,21.73,true,true,,,,,,,,,,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,#B3 PETAL PINK,,,,,,,,84675A2EFFD4436AAD0DC7C8198C1D1D,113.0,shopify,continue,manual,16.98,21.73,true,true,,,,,,,,,,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,#B4 CRUSHED CORAL,,,,,,,,685B2EC83205475C9811E5DF41F0A1FF,113.0,shopify,continue,manual,16.98,21.73,true,true,,,,,,,,,,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,#B5 RUST HUE,,,,,,,,81C55DAF1B15465B84B7110E65AB97DC,113.0,shopify,continue,manual,16.98,21.73,true,true,,,,,,,,,,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-,imagic-monochrome-blush-high-gloss-matte-vitality-pearlescent-natural-nude-makeup-three-dimensional-repair-compact-and-portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
